frame,player_id,team,x,y,speed_kmh,distance_m,total_distance_m
1840,2278,Team_2,332,590,32.03,0.3,18.58
1840,2281,Umpire,1187,414,3.05,0.03,4.23
1840,2282,Team_1,130,581,21.54,0.2,12.29
1840,2307,Team_2,1262,658,2.15,0.02,0.56
1840,2322,Umpire,22,613,6.46,0.06,1.28
1841,2220,Team_2,214,581,32.32,0.3,18.88
1841,2240,Team_1,1028,562,8.62,0.08,9.1
1841,2244,Team_2,813,424,4.82,0.04,5.36
1841,2231,Team_1,219,508,8.88,0.08,12.25
1841,2269,Team_2,729,537,15.08,0.14,11.13
1841,2201,Team_1,358,478,3.05,0.03,4.05
1841,2278,Team_2,320,585,28.01,0.26,18.84
1841,2281,Umpire,1190,414,6.46,0.06,4.29
1841,2282,Team_1,118,581,25.85,0.24,12.53
1841,2307,Team_2,1262,658,0.0,0.0,0.56
1842,2220,Team_2,198,581,34.47,0.32,19.2
1842,2240,Team_1,1024,562,8.62,0.08,9.18
1842,2244,Team_2,814,423,3.05,0.03,5.39
1842,2231,Team_1,218,530,0,0,12.25
1842,2269,Team_2,737,538,17.37,0.16,11.3
1842,2201,Team_1,358,478,0.0,0.0,4.05
1842,2278,Team_2,306,583,30.47,0.28,19.12
1842,2281,Umpire,1191,414,2.15,0.02,4.31
1842,2282,Team_1,106,580,25.94,0.24,12.77
1842,2307,Team_2,1262,659,2.15,0.02,0.58
1843,2220,Team_2,192,581,12.93,0.12,19.32
1843,2240,Team_1,1022,562,4.31,0.04,9.22
1843,2244,Team_2,814,423,0.0,0.0,5.39
1843,2231,Team_1,218,537,15.08,0.14,12.39
1843,2269,Team_2,740,538,6.46,0.06,11.36
1843,2201,Team_1,358,478,0.0,0.0,4.05
1843,2278,Team_2,301,583,10.77,0.1,19.22
1843,2281,Umpire,1192,415,3.05,0.03,4.34
1843,2282,Team_1,102,580,8.62,0.08,12.85
1843,2307,Team_2,1262,659,0.0,0.0,0.58
1844,2220,Team_2,181,581,23.7,0.22,19.54
1844,2240,Team_1,1019,567,12.56,0.12,9.34
1844,2244,Team_2,814,422,2.15,0.02,5.41
1844,2231,Team_1,214,542,13.8,0.13,12.52
1844,2269,Team_2,743,539,6.81,0.06,11.42
1844,2201,Team_1,358,478,0.0,0.0,4.05
1844,2278,Team_2,292,582,19.51,0.18,19.4
1844,2281,Umpire,1194,416,4.82,0.04,4.38
1844,2282,Team_1,95,580,15.08,0.14,12.99
1844,2307,Team_2,1262,660,2.15,0.02,0.6
1845,2220,Team_2,170,582,23.8,0.22,19.77
1845,2240,Team_1,1016,564,9.14,0.08,9.42
1845,2244,Team_2,814,420,4.31,0.04,5.45
1845,2231,Team_1,211,545,9.14,0.08,12.6
1845,2269,Team_2,746,538,6.81,0.06,11.48
1845,2201,Team_1,358,478,0.0,0.0,4.05
1845,2278,Team_2,281,583,23.8,0.22,19.62
1845,2281,Umpire,1195,415,3.05,0.03,4.41
1845,2282,Team_1,84,580,23.7,0.22,13.21
1845,2307,Team_2,1262,660,0.0,0.0,0.6
1846,2220,Team_2,157,582,28.01,0.26,20.03
1846,2240,Team_1,1012,565,8.88,0.08,9.51
1846,2244,Team_2,815,421,3.05,0.03,5.47
1846,2231,Team_1,208,546,6.81,0.06,12.66
1846,2269,Team_2,749,537,6.81,0.06,11.55
1846,2201,Team_1,358,478,0.0,0.0,4.05
1846,2278,Team_2,269,584,25.94,0.24,19.87
1846,2281,Umpire,1196,416,3.05,0.03,4.44
1846,2282,Team_1,73,580,23.7,0.22,13.43
1846,2307,Team_2,1261,660,2.15,0.02,0.62
1847,2220,Team_2,146,582,23.7,0.22,20.25
1847,2240,Team_1,1008,566,8.88,0.08,9.59
1847,2244,Team_2,815,422,2.15,0.02,5.49
1847,2231,Team_1,205,545,6.81,0.06,12.73
1847,2269,Team_2,750,536,3.05,0.03,11.57
1847,2201,Team_1,358,478,0.0,0.0,4.05
1847,2278,Team_2,254,583,32.39,0.3,20.17
1847,2281,Umpire,1198,415,4.82,0.04,4.48
1847,2282,Team_1,62,580,23.7,0.22,13.65
1847,2307,Team_2,1259,661,4.82,0.04,0.66
1848,2220,Team_2,135,582,23.7,0.22,20.47
1848,2240,Team_1,1003,567,10.99,0.1,9.69
1848,2244,Team_2,816,422,2.15,0.02,5.51
1848,2231,Team_1,202,545,6.46,0.06,12.79
1848,2269,Team_2,751,536,2.15,0.02,11.59
1848,2201,Team_1,358,479,2.15,0.02,4.07
1848,2278,Team_2,243,581,24.09,0.22,20.39
1848,2281,Umpire,1200,414,4.82,0.04,4.53
1848,2282,Team_1,50,587,29.93,0.28,13.93
1848,2307,Team_2,1259,662,2.15,0.02,0.68
1849,2220,Team_2,132,581,6.81,0.06,20.53
1849,2240,Team_1,1002,567,2.15,0.02,9.71
1849,2244,Team_2,816,422,0.0,0.0,5.51
1849,2231,Team_1,201,546,3.05,0.03,12.82
1849,2269,Team_2,751,537,2.15,0.02,11.61
1849,2201,Team_1,358,479,0.0,0.0,4.07
1849,2278,Team_2,239,581,8.62,0.08,20.47
1849,2281,Umpire,1200,413,2.15,0.02,4.55
1849,2282,Team_1,46,589,9.64,0.09,14.02
1849,2307,Team_2,1258,662,2.15,0.02,0.7
1850,2220,Team_2,123,580,19.51,0.18,20.71
1850,2240,Team_1,998,567,8.62,0.08,9.79
1850,2244,Team_2,816,423,2.15,0.02,5.53
1850,2231,Team_1,199,532,30.47,0.28,13.1
1850,2269,Team_2,754,539,7.77,0.07,11.69
1850,2201,Team_1,358,479,0.0,0.0,4.07
1850,2278,Team_2,230,580,19.51,0.18,20.65
1850,2281,Umpire,1201,414,3.05,0.03,4.58
1850,2282,Team_1,36,609,0,0,14.02
1850,2307,Team_2,1257,663,3.05,0.03,0.73
1851,2220,Team_2,112,580,23.7,0.22,20.93
1851,2240,Team_1,994,566,8.88,0.08,9.87
1851,2244,Team_2,816,421,4.31,0.04,5.57
1851,2231,Team_1,200,498,0,0,13.1
1851,2269,Team_2,758,540,8.88,0.08,11.77
1851,2201,Team_1,357,479,2.15,0.02,4.09
1851,2278,Team_2,216,579,30.24,0.28,20.93
1851,2281,Umpire,1203,414,4.31,0.04,4.62
1851,2282,Team_1,27,619,28.99,0.27,14.29
1851,2307,Team_2,1257,664,2.15,0.02,0.75
1852,2220,Team_2,100,579,25.94,0.24,21.17
1852,2240,Team_1,988,566,12.93,0.12,9.99
1852,2244,Team_2,817,421,2.15,0.02,5.59
1852,2231,Team_1,201,500,4.82,0.04,13.14
1852,2269,Team_2,762,541,8.88,0.08,11.85
1852,2201,Team_1,357,479,0.0,0.0,4.09
1852,2278,Team_2,199,578,36.69,0.34,21.27
1852,2281,Umpire,1204,415,3.05,0.03,4.65
1852,2282,Team_1,22,622,12.56,0.12,14.41
1852,2307,Team_2,1256,664,2.15,0.02,0.77
1853,2220,Team_2,88,578,25.94,0.24,21.41
1853,2240,Team_1,985,566,6.46,0.06,10.05
1853,2244,Team_2,818,421,2.15,0.02,5.61
1853,2231,Team_1,201,525,0,0,13.14
1853,2269,Team_2,768,541,12.93,0.12,11.97
1853,2201,Team_1,357,479,0.0,0.0,4.09
1853,2278,Team_2,181,578,38.78,0.36,21.63
1853,2281,Umpire,1205,415,2.15,0.02,4.67
1853,2282,Team_1,18,623,8.88,0.08,14.49
1853,2307,Team_2,1255,664,2.15,0.02,0.79
1854,2220,Team_2,77,578,23.7,0.22,21.63
1854,2240,Team_1,980,566,10.77,0.1,10.15
1854,2244,Team_2,818,420,2.15,0.02,5.63
1854,2231,Team_1,199,538,28.34,0.26,13.41
1854,2269,Team_2,773,540,10.99,0.1,12.07
1854,2201,Team_1,358,479,2.15,0.02,4.11
1854,2278,Team_2,163,578,38.78,0.36,21.99
1854,2281,Umpire,1207,416,4.82,0.04,4.71
1854,2307,Team_2,1255,665,2.15,0.02,0.81
1855,2220,Team_2,73,578,8.62,0.08,21.71
1855,2240,Team_1,979,566,2.15,0.02,10.17
1855,2244,Team_2,819,420,2.15,0.02,5.65
1855,2231,Team_1,198,543,10.99,0.1,13.51
1855,2269,Team_2,775,540,4.31,0.04,12.11
1855,2201,Team_1,357,479,2.15,0.02,4.13
1855,2278,Team_2,157,578,12.93,0.12,22.11
1855,2281,Umpire,1208,417,3.05,0.03,4.74
1855,2307,Team_2,1255,665,0.0,0.0,0.81
1856,2220,Team_2,62,577,23.8,0.22,21.93
1856,2240,Team_1,974,566,10.77,0.1,10.27
1856,2244,Team_2,819,420,0.0,0.0,5.65
1856,2231,Team_1,196,551,17.77,0.16,13.67
1856,2269,Team_2,779,539,8.88,0.08,12.2
1856,2201,Team_1,357,479,0.0,0.0,4.13
1856,2278,Team_2,146,577,23.8,0.22,22.33
1856,2281,Umpire,1210,418,4.82,0.04,4.78
1856,2307,Team_2,1254,666,3.05,0.03,0.84
1857,2220,Team_2,48,612,0,0,21.93
1857,2240,Team_1,970,566,8.62,0.08,10.35
1857,2244,Team_2,819,420,0.0,0.0,5.65
1857,2231,Team_1,194,554,7.77,0.07,13.74
1857,2269,Team_2,783,539,8.62,0.08,12.28
1857,2201,Team_1,357,479,0.0,0.0,4.13
1857,2278,Team_2,135,579,24.09,0.22,22.56
1857,2281,Umpire,1212,418,4.31,0.04,4.82
1857,2307,Team_2,1254,668,4.31,0.04,0.88
1858,2220,Team_2,35,622,35.34,0.33,22.26
1858,2240,Team_1,966,566,8.62,0.08,10.43
1858,2244,Team_2,818,419,3.05,0.03,5.68
1858,2231,Team_1,193,554,2.15,0.02,13.76
1858,2269,Team_2,786,538,6.81,0.06,12.34
1858,2201,Team_1,357,479,0.0,0.0,4.13
1858,2278,Team_2,124,578,23.8,0.22,22.78
1858,2281,Umpire,1213,419,3.05,0.03,4.85
1858,2307,Team_2,1254,667,2.15,0.02,0.9
1859,2220,Team_2,25,627,24.09,0.22,22.48
1859,2240,Team_1,960,566,12.93,0.12,10.55
1859,2244,Team_2,818,417,4.31,0.04,5.72
1859,2231,Team_1,191,556,6.09,0.06,13.82
1859,2269,Team_2,789,538,6.46,0.06,12.4
1859,2201,Team_1,357,479,0.0,0.0,4.13
1859,2278,Team_2,113,576,24.09,0.22,23.0
1859,2281,Umpire,1214,419,2.15,0.02,4.87
1859,2307,Team_2,1254,666,2.15,0.02,0.92
1860,2240,Team_1,956,567,8.88,0.08,10.64
1860,2244,Team_2,816,415,6.09,0.06,5.78
1860,2231,Team_1,189,557,4.82,0.04,13.87
1860,2269,Team_2,793,538,8.62,0.08,12.48
1860,2201,Team_1,356,479,2.15,0.02,4.15
1860,2278,Team_2,99,575,30.24,0.28,23.28
1860,2281,Umpire,1215,418,3.05,0.03,4.9
1860,2307,Team_2,1254,665,2.15,0.02,0.94
1861,2240,Team_1,952,569,9.64,0.09,10.72
1861,2244,Team_2,816,413,4.31,0.04,5.82
1861,2231,Team_1,188,557,2.15,0.02,13.89
1861,2269,Team_2,798,538,10.77,0.1,12.58
1861,2201,Team_1,356,479,0.0,0.0,4.15
1861,2278,Team_2,85,576,30.24,0.28,23.56
1861,2281,Umpire,1216,417,3.05,0.03,4.93
1861,2307,Team_2,1253,664,3.05,0.03,0.97
1862,2240,Team_1,951,571,4.82,0.04,10.77
1862,2244,Team_2,815,412,3.05,0.03,5.85
1862,2231,Team_1,187,557,2.15,0.02,13.91
1862,2269,Team_2,800,538,4.31,0.04,12.62
1862,2201,Team_1,356,479,0.0,0.0,4.15
1862,2278,Team_2,81,576,8.62,0.08,23.64
1862,2281,Umpire,1217,417,2.15,0.02,4.95
1862,2307,Team_2,1253,664,0.0,0.0,0.97
1863,2240,Team_1,946,572,10.99,0.1,10.87
1863,2244,Team_2,815,410,4.31,0.04,5.89
1863,2231,Team_1,186,556,3.05,0.03,13.93
1863,2269,Team_2,802,538,4.31,0.04,12.66
1863,2201,Team_1,356,479,0.0,0.0,4.15
1863,2278,Team_2,70,574,24.09,0.22,23.87
1863,2281,Umpire,1217,417,0.0,0.0,4.95
1863,2307,Team_2,1253,665,2.15,0.02,0.99
1864,2240,Team_1,942,572,8.62,0.08,10.95
1864,2244,Team_2,813,406,9.64,0.09,5.98
1864,2231,Team_1,186,559,6.46,0.06,13.99
1864,2269,Team_2,806,539,8.88,0.08,12.74
1864,2201,Team_1,356,479,0.0,0.0,4.15
1864,2278,Team_2,58,572,26.21,0.24,24.11
1864,2281,Umpire,1219,417,4.31,0.04,4.99
1864,2307,Team_2,1253,666,2.15,0.02,1.01
1865,2240,Team_1,939,571,6.81,0.06,11.01
1865,2244,Team_2,811,402,9.64,0.09,6.07
1865,2231,Team_1,186,559,0.0,0.0,13.99
1865,2269,Team_2,810,540,8.88,0.08,12.82
1865,2201,Team_1,356,479,0.0,0.0,4.15
1865,2278,Team_2,46,574,26.21,0.24,24.35
1865,2281,Umpire,1221,418,4.82,0.04,5.03
1865,2307,Team_2,1253,670,8.62,0.08,1.09
1866,2240,Team_1,935,571,8.62,0.08,11.09
1866,2244,Team_2,809,399,7.77,0.07,6.14
1866,2231,Team_1,186,558,2.15,0.02,14.01
1866,2269,Team_2,813,540,6.46,0.06,12.88
1866,2201,Team_1,356,479,0.0,0.0,4.15
1866,2278,Team_2,34,577,26.65,0.25,24.6
1866,2281,Umpire,1223,418,4.31,0.04,5.07
1866,2307,Team_2,1253,671,2.15,0.02,1.11
1867,2240,Team_1,933,571,4.31,0.04,11.13
1867,2244,Team_2,809,397,4.31,0.04,6.18
1867,2231,Team_1,187,558,2.15,0.02,14.03
1867,2269,Team_2,815,540,4.31,0.04,12.92
1867,2201,Team_1,356,479,0.0,0.0,4.15
1867,2278,Team_2,30,578,8.88,0.08,24.68
1867,2281,Umpire,1224,418,2.15,0.02,5.09
1867,2307,Team_2,1253,672,2.15,0.02,1.13
1868,2240,Team_1,929,569,9.64,0.09,11.22
1868,2244,Team_2,808,396,3.05,0.03,6.21
1868,2231,Team_1,187,558,0.0,0.0,14.03
1868,2269,Team_2,817,540,4.31,0.04,12.96
1868,2201,Team_1,356,479,0.0,0.0,4.15
1868,2278,Team_2,25,579,10.99,0.1,24.78
1868,2281,Umpire,1225,418,2.15,0.02,5.11
1868,2307,Team_2,1253,674,4.31,0.04,1.17
1869,2240,Team_1,925,571,9.64,0.09,11.31
1869,2244,Team_2,807,395,3.05,0.03,6.24
1869,2231,Team_1,188,557,3.05,0.03,14.06
1869,2269,Team_2,821,539,8.88,0.08,13.05
1869,2201,Team_1,356,479,0.0,0.0,4.15
1869,2278,Team_2,21,578,8.88,0.08,24.87
1869,2281,Umpire,1226,417,3.05,0.03,5.14
1869,2307,Team_2,1253,668,12.93,0.12,1.29
1870,2240,Team_1,921,570,8.88,0.08,11.4
1870,2244,Team_2,806,398,6.81,0.06,6.3
1870,2231,Team_1,188,556,2.15,0.02,14.08
1870,2269,Team_2,824,539,6.46,0.06,13.11
1870,2201,Team_1,356,479,0.0,0.0,4.15
1870,2278,Team_2,17,574,12.19,0.11,24.98
1870,2281,Umpire,1227,415,4.82,0.04,5.19
1870,2307,Team_2,1253,664,8.62,0.08,1.37
1871,2240,Team_1,916,571,10.99,0.1,11.5
1871,2244,Team_2,805,401,6.81,0.06,6.36
1871,2231,Team_1,189,558,4.82,0.04,14.13
1871,2269,Team_2,825,539,2.15,0.02,13.13
1871,2201,Team_1,356,480,2.15,0.02,4.17
1871,2281,Umpire,1228,416,3.05,0.03,5.21
1871,2307,Team_2,1253,667,6.46,0.06,1.43
1871,2344,Team_1,1201,686,0,0,0
1872,2240,Team_1,911,570,10.99,0.1,11.6
1872,2244,Team_2,805,403,4.31,0.04,6.4
1872,2231,Team_1,189,558,0.0,0.0,14.13
1872,2269,Team_2,827,538,4.82,0.04,13.17
1872,2201,Team_1,356,480,0.0,0.0,4.17
1872,2281,Umpire,1229,415,3.05,0.03,5.24
1872,2307,Team_2,1253,668,2.15,0.02,1.45
1872,2344,Team_1,1188,686,28.01,0.26,0.26
1873,2240,Team_1,909,570,4.31,0.04,11.64
1873,2244,Team_2,805,404,2.15,0.02,6.42
1873,2231,Team_1,189,559,2.15,0.02,14.15
1873,2269,Team_2,827,538,0.0,0.0,13.17
1873,2201,Team_1,356,480,0.0,0.0,4.17
1873,2281,Umpire,1229,415,0.0,0.0,5.24
1873,2307,Team_2,1253,669,2.15,0.02,1.47
1873,2344,Team_1,1184,687,8.88,0.08,0.34
1874,2240,Team_1,904,571,10.99,0.1,11.74
1874,2244,Team_2,804,406,4.82,0.04,6.47
1874,2231,Team_1,189,559,0.0,0.0,14.15
1874,2269,Team_2,828,536,4.82,0.04,13.22
1874,2201,Team_1,356,480,0.0,0.0,4.17
1874,2281,Umpire,1231,413,6.09,0.06,5.3
1874,2307,Team_2,1253,668,2.15,0.02,1.49
1874,2344,Team_1,1172,687,25.85,0.24,0.58
1875,2240,Team_1,901,572,6.81,0.06,11.81
1875,2244,Team_2,802,408,6.09,0.06,6.52
1875,2231,Team_1,190,558,3.05,0.03,14.18
1875,2269,Team_2,832,535,8.88,0.08,13.3
1875,2201,Team_1,356,480,0.0,0.0,4.17
1875,2281,Umpire,1232,413,2.15,0.02,5.32
1875,2307,Team_2,1253,668,0.0,0.0,1.49
1875,2344,Team_1,1157,686,32.39,0.3,0.88
1876,2240,Team_1,896,571,10.99,0.1,11.91
1876,2244,Team_2,800,411,7.77,0.07,6.6
1876,2231,Team_1,191,558,2.15,0.02,14.2
1876,2269,Team_2,836,535,8.62,0.08,13.38
1876,2201,Team_1,356,480,0.0,0.0,4.17
1876,2281,Umpire,1234,414,4.82,0.04,5.36
1876,2307,Team_2,1254,669,3.05,0.03,1.52
1876,2344,Team_1,1143,686,30.16,0.28,1.16
1877,2240,Team_1,893,571,6.46,0.06,11.97
1877,2244,Team_2,796,414,10.77,0.1,6.7
1877,2231,Team_1,193,556,6.09,0.06,14.25
1877,2269,Team_2,838,535,4.31,0.04,13.42
1877,2201,Team_1,356,480,0.0,0.0,4.17
1877,2281,Umpire,1235,414,2.15,0.02,5.38
1877,2307,Team_2,1253,672,6.81,0.06,1.58
1877,2344,Team_1,1128,687,32.39,0.3,1.46
1878,2240,Team_1,888,570,10.99,0.1,12.07
1878,2244,Team_2,793,417,9.14,0.08,6.78
1878,2231,Team_1,194,557,3.05,0.03,14.28
1878,2269,Team_2,838,534,2.15,0.02,13.44
1878,2201,Team_1,356,480,0.0,0.0,4.17
1878,2281,Umpire,1236,414,2.15,0.02,5.4
1878,2307,Team_2,1253,671,2.15,0.02,1.6
1878,2344,Team_1,1113,687,32.32,0.3,1.76
1879,2240,Team_1,886,570,4.31,0.04,12.11
1879,2244,Team_2,791,418,4.82,0.04,6.82
1879,2231,Team_1,194,557,0.0,0.0,14.28
1879,2269,Team_2,838,534,0.0,0.0,13.44
1879,2201,Team_1,355,480,2.15,0.02,4.19
1879,2281,Umpire,1236,414,0.0,0.0,5.4
1879,2307,Team_2,1252,671,2.15,0.02,1.62
1879,2344,Team_1,1108,687,10.77,0.1,1.86
1880,2240,Team_1,883,572,7.77,0.07,12.18
1880,2244,Team_2,789,421,7.77,0.07,6.9
1880,2231,Team_1,194,557,0.0,0.0,14.28
1880,2269,Team_2,839,533,3.05,0.03,13.47
1880,2201,Team_1,356,480,2.15,0.02,4.21
1880,2281,Umpire,1237,412,4.82,0.04,5.45
1880,2307,Team_2,1251,672,3.05,0.03,1.65
1880,2344,Team_1,1099,687,19.39,0.18,2.04
1881,2240,Team_1,881,572,4.31,0.04,12.22
1881,2244,Team_2,787,422,4.82,0.04,6.94
1881,2231,Team_1,195,559,4.82,0.04,14.33
1881,2269,Team_2,840,533,2.15,0.02,13.49
1881,2201,Team_1,356,480,0.0,0.0,4.21
1881,2281,Umpire,1238,412,2.15,0.02,5.47
1881,2307,Team_2,1251,673,2.15,0.02,1.67
1881,2344,Team_1,1087,687,25.85,0.24,2.28
1882,2240,Team_1,877,571,8.88,0.08,12.3
1882,2244,Team_2,786,424,4.82,0.04,6.99
1882,2231,Team_1,196,559,2.15,0.02,14.35
1882,2269,Team_2,841,525,17.37,0.16,13.65
1882,2201,Team_1,356,480,0.0,0.0,4.21
1882,2281,Umpire,1238,412,0.0,0.0,5.47
1882,2307,Team_2,1249,672,4.82,0.04,1.71
1882,2344,Team_1,1074,687,28.01,0.26,2.54
1883,2240,Team_1,870,572,15.23,0.14,12.45
1883,2244,Team_2,784,424,4.31,0.04,7.03
1883,2231,Team_1,198,561,6.09,0.06,14.4
1883,2269,Team_2,841,498,0,0,13.65
1883,2201,Team_1,356,480,0.0,0.0,4.21
1883,2281,Umpire,1235,413,6.81,0.06,5.53
1883,2307,Team_2,1247,672,4.31,0.04,1.75
1883,2344,Team_1,1058,687,34.47,0.32,2.86
1884,2240,Team_1,864,573,13.11,0.12,12.57
1884,2244,Team_2,784,424,0.0,0.0,7.03
1884,2231,Team_1,199,560,3.05,0.03,14.43
1884,2201,Team_1,356,480,0.0,0.0,4.21
1884,2281,Umpire,1234,414,3.05,0.03,5.56
1884,2307,Team_2,1245,673,4.82,0.04,1.8
1884,2344,Team_1,1043,687,32.32,0.3,3.16
1885,2240,Team_1,863,573,2.15,0.02,12.59
1885,2244,Team_2,784,425,2.15,0.02,7.05
1885,2231,Team_1,200,560,2.15,0.02,14.45
1885,2201,Team_1,356,480,0.0,0.0,4.21
1885,2281,Umpire,1232,414,4.31,0.04,5.6
1885,2307,Team_2,1245,674,2.15,0.02,1.82
1885,2344,Team_1,1038,686,10.99,0.1,3.27
1885,2269,Team_2,851,465,0,0,13.65
1886,2240,Team_1,858,574,10.99,0.1,12.69
1886,2244,Team_2,783,424,3.05,0.03,7.07
1886,2231,Team_1,201,559,3.05,0.03,14.48
1886,2201,Team_1,355,480,2.15,0.02,4.23
1886,2281,Umpire,1231,416,4.82,0.04,5.64
1886,2307,Team_2,1243,673,4.82,0.04,1.86
1886,2344,Team_1,1025,686,28.01,0.26,3.53
1886,2269,Team_2,854,462,9.14,0.08,13.73
1887,2240,Team_1,854,574,8.62,0.08,12.77
1887,2244,Team_2,782,425,3.05,0.03,7.1
1887,2231,Team_1,202,559,2.15,0.02,14.5
1887,2201,Team_1,356,480,2.15,0.02,4.25
1887,2281,Umpire,1230,416,2.15,0.02,5.66
1887,2307,Team_2,1241,673,4.31,0.04,1.9
1887,2344,Team_1,1011,686,30.16,0.28,3.81
1887,2269,Team_2,855,461,3.05,0.03,13.76
1888,2240,Team_1,847,575,15.23,0.14,12.91
1888,2244,Team_2,780,425,4.31,0.04,7.14
1888,2231,Team_1,205,559,6.46,0.06,14.56
1888,2201,Team_1,356,479,2.15,0.02,4.27
1888,2281,Umpire,1229,417,3.05,0.03,5.69
1888,2307,Team_2,1238,674,6.81,0.06,1.96
1888,2344,Team_1,994,686,36.63,0.34,4.15
1888,2269,Team_2,856,462,3.05,0.03,13.79
1889,2240,Team_1,836,578,24.56,0.23,13.14
1889,2244,Team_2,778,425,4.31,0.04,7.18
1889,2231,Team_1,207,555,9.64,0.09,14.65
1889,2201,Team_1,355,479,2.15,0.02,4.29
1889,2281,Umpire,1228,417,2.15,0.02,5.71
1889,2307,Team_2,1236,675,4.82,0.04,2.01
1889,2344,Team_1,979,687,32.39,0.3,4.45
1889,2269,Team_2,854,464,6.09,0.06,13.85
1890,2240,Team_1,826,578,21.54,0.2,13.34
1890,2244,Team_2,775,425,6.46,0.06,7.24
1890,2231,Team_1,209,553,6.09,0.06,14.7
1890,2201,Team_1,355,479,0.0,0.0,4.29
1890,2281,Umpire,1223,416,10.99,0.1,5.81
1890,2307,Team_2,1234,675,4.31,0.04,2.05
1890,2344,Team_1,965,687,30.16,0.28,4.73
1890,2269,Team_2,854,475,23.7,0.22,14.07
1891,2240,Team_1,820,577,13.11,0.12,13.46
1891,2244,Team_2,774,426,3.05,0.03,7.27
1891,2231,Team_1,210,553,2.15,0.02,14.72
1891,2201,Team_1,356,480,3.05,0.03,4.32
1891,2281,Umpire,1220,416,6.46,0.06,5.87
1891,2307,Team_2,1233,676,3.05,0.03,2.08
1891,2344,Team_1,950,687,32.32,0.3,5.03
1891,2269,Team_2,854,506,0,0,14.07
1892,2240,Team_1,818,577,4.31,0.04,13.5
1892,2244,Team_2,773,426,2.15,0.02,7.29
1892,2231,Team_1,210,553,0.0,0.0,14.72
1892,2201,Team_1,356,479,2.15,0.02,4.34
1892,2281,Umpire,1219,416,2.15,0.02,5.89
1892,2307,Team_2,1232,676,2.15,0.02,2.1
1892,2344,Team_1,945,687,10.77,0.1,5.13
1892,2269,Team_2,854,517,23.7,0.22,14.29
1893,2240,Team_1,816,578,4.82,0.04,13.54
1893,2244,Team_2,771,425,4.82,0.04,7.34
1893,2231,Team_1,212,553,4.31,0.04,14.76
1893,2201,Team_1,356,480,2.15,0.02,4.36
1893,2281,Umpire,1216,415,6.81,0.06,5.96
1893,2307,Team_2,1230,676,4.31,0.04,2.14
1893,2344,Team_1,935,687,21.54,0.2,5.33
1893,2269,Team_2,854,524,15.08,0.14,14.43
1894,2240,Team_1,811,577,10.99,0.1,13.65
1894,2244,Team_2,768,424,6.81,0.06,7.4
1894,2231,Team_1,214,553,4.31,0.04,14.8
1894,2201,Team_1,357,480,2.15,0.02,4.38
1894,2281,Umpire,1212,413,9.64,0.09,6.05
1894,2307,Team_2,1228,675,4.82,0.04,2.18
1894,2344,Team_1,922,687,28.01,0.26,5.59
1894,2269,Team_2,854,529,10.77,0.1,14.53
1895,2240,Team_1,807,578,8.88,0.08,13.73
1895,2244,Team_2,766,426,6.09,0.06,7.46
1895,2231,Team_1,216,553,4.31,0.04,14.84
1895,2201,Team_1,358,480,2.15,0.02,4.4
1895,2281,Umpire,1210,413,4.31,0.04,6.09
1895,2307,Team_2,1224,674,8.88,0.08,2.26
1895,2344,Team_1,908,687,30.16,0.28,5.87
1895,2269,Team_2,854,532,6.46,0.06,14.59
1896,2240,Team_1,803,575,10.77,0.1,13.83
1896,2244,Team_2,762,426,8.62,0.08,7.54
1896,2231,Team_1,218,553,4.31,0.04,14.88
1896,2201,Team_1,358,480,0.0,0.0,4.4
1896,2281,Umpire,1208,413,4.31,0.04,6.13
1896,2307,Team_2,1223,675,3.05,0.03,2.29
1896,2344,Team_1,892,686,34.54,0.32,6.19
1896,2269,Team_2,852,532,4.31,0.04,14.63
1897,2240,Team_1,797,576,13.11,0.12,13.95
1897,2244,Team_2,759,427,6.81,0.06,7.6
1897,2231,Team_1,220,553,4.31,0.04,14.92
1897,2201,Team_1,359,480,2.15,0.02,4.42
1897,2281,Umpire,1205,413,6.46,0.06,6.19
1897,2307,Team_2,1220,675,6.46,0.06,2.35
1897,2344,Team_1,877,686,32.32,0.3,6.49
1897,2269,Team_2,851,533,3.05,0.03,14.65
1898,2240,Team_1,795,576,4.31,0.04,13.99
1898,2244,Team_2,758,428,3.05,0.03,7.63
1898,2231,Team_1,220,553,0.0,0.0,14.92
1898,2201,Team_1,359,480,0.0,0.0,4.42
1898,2281,Umpire,1204,413,2.15,0.02,6.21
1898,2307,Team_2,1219,675,2.15,0.02,2.37
1898,2344,Team_1,871,686,12.93,0.12,6.61
1898,2269,Team_2,851,533,0.0,0.0,14.65
1899,2240,Team_1,791,579,10.77,0.1,14.09
1899,2244,Team_2,757,429,3.05,0.03,7.66
1899,2231,Team_1,222,554,4.82,0.04,14.97
1899,2201,Team_1,359,480,0.0,0.0,4.42
1899,2281,Umpire,1202,413,4.31,0.04,6.25
1899,2307,Team_2,1217,674,4.82,0.04,2.42
1899,2344,Team_1,858,687,28.09,0.26,6.87
1899,2269,Team_2,851,534,2.15,0.02,14.67
1900,2240,Team_1,786,577,11.6,0.11,14.2
1900,2244,Team_2,754,428,6.81,0.06,7.72
1900,2231,Team_1,223,554,2.15,0.02,14.99
1900,2201,Team_1,359,480,0.0,0.0,4.42
1900,2281,Umpire,1200,413,4.31,0.04,6.29
