frame,player_id,team,x,y,speed_kmh,distance_m,total_distance_m
8400,12327,Team_2,1095,447,6.46,0.06,3.33
8400,12333,Umpire,915,684,4.31,0.04,1.21
8400,12340,Team_2,1122,552,6.46,0.06,2.87
8400,12355,Team_1,611,448,4.82,0.04,0.48
8400,12307,Team_1,573,434,4.31,0.04,0.33
8400,12372,Team_2,632,412,0,0,0
8400,12273,Team_1,354,451,0.0,0.0,2.39
8401,11993,Team_1,514,524,6.46,0.06,20.93
8401,12098,Umpire,897,296,15.23,0.14,19.77
8401,12161,Team_2,763,605,21.54,0.2,17.94
8401,12205,Team_1,698,548,28.01,0.26,12.33
8401,12232,Umpire,591,354,11.6,0.11,4.81
8401,12269,Team_1,440,437,13.63,0.13,5.03
8401,12283,Team_2,766,407,0,0,8.89
8401,12315,Team_1,1067,324,19.86,0.18,4.2
8401,12308,Team_1,224,436,15.08,0.14,3.52
8401,12314,Team_1,30,493,7.77,0.07,2.17
8401,12264,Team_1,394,476,15.08,0.14,2.11
8401,12327,Team_2,1083,448,25.94,0.24,3.57
8401,12333,Umpire,908,685,15.23,0.14,1.35
8401,12340,Team_2,1102,551,0,0,2.87
8401,12355,Team_1,607,450,9.64,0.09,0.57
8401,12307,Team_1,562,434,23.7,0.22,0.55
8401,12372,Team_2,632,418,12.93,0.12,0.12
8401,12273,Team_1,349,453,11.6,0.11,2.5
8402,11993,Team_1,510,525,8.88,0.08,21.01
8402,12098,Umpire,890,297,15.23,0.14,19.92
8402,12161,Team_2,756,604,15.23,0.14,18.08
8402,12205,Team_1,687,549,23.8,0.22,12.55
8402,12232,Umpire,587,356,9.64,0.09,4.9
8402,12269,Team_1,435,438,10.99,0.1,5.13
8402,12283,Team_2,752,408,30.24,0.28,9.17
8402,12315,Team_1,1061,324,12.93,0.12,4.32
8402,12308,Team_1,217,439,16.41,0.15,3.67
8402,12314,Team_1,26,494,8.88,0.08,2.25
8402,12264,Team_1,388,478,13.63,0.13,2.24
8402,12327,Team_2,1074,448,19.39,0.18,3.75
8402,12333,Umpire,903,685,10.77,0.1,1.45
8402,12340,Team_2,1084,553,39.02,0.36,3.23
8402,12355,Team_1,605,451,4.82,0.04,0.62
8402,12307,Team_1,553,434,19.39,0.18,0.73
8402,12372,Team_2,629,420,7.77,0.07,0.19
8402,12273,Team_1,343,453,12.93,0.12,2.62
8403,11993,Team_1,509,525,2.15,0.02,21.03
8403,12098,Umpire,888,297,4.31,0.04,19.96
8403,12161,Team_2,754,604,4.31,0.04,18.12
8403,12205,Team_1,684,549,6.46,0.06,12.61
8403,12232,Umpire,585,356,4.31,0.04,4.94
8403,12269,Team_1,434,438,2.15,0.02,5.15
8403,12283,Team_2,748,409,8.88,0.08,9.26
8403,12315,Team_1,1059,324,4.31,0.04,4.36
8403,12308,Team_1,215,440,4.82,0.04,3.72
8403,12314,Team_1,24,495,4.82,0.04,2.3
8403,12264,Team_1,386,478,4.31,0.04,2.28
8403,12327,Team_2,1070,448,8.62,0.08,3.83
8403,12333,Umpire,901,684,4.82,0.04,1.49
8403,12340,Team_2,1078,553,12.93,0.12,3.35
8403,12355,Team_1,604,452,3.05,0.03,0.65
8403,12307,Team_1,551,434,4.31,0.04,0.77
8403,12372,Team_2,628,420,2.15,0.02,0.21
8403,12273,Team_1,341,454,4.82,0.04,2.67
8404,11993,Team_1,507,525,4.31,0.04,21.07
8404,12098,Umpire,883,296,10.99,0.1,20.06
8404,12161,Team_2,747,605,15.23,0.14,18.26
8404,12205,Team_1,678,550,13.11,0.12,12.73
8404,12232,Umpire,581,358,9.64,0.09,5.03
8404,12269,Team_1,431,438,6.46,0.06,5.21
8404,12283,Team_2,739,410,19.51,0.18,9.44
8404,12315,Team_1,1054,324,10.77,0.1,4.46
8404,12308,Team_1,212,440,6.46,0.06,3.78
8404,12314,Team_1,21,495,6.46,0.06,2.36
8404,12264,Team_1,383,479,6.81,0.06,2.34
8404,12327,Team_2,1065,449,10.99,0.1,3.93
8404,12333,Umpire,897,684,8.62,0.08,1.57
8404,12340,Team_2,1066,554,25.94,0.24,3.59
8404,12355,Team_1,602,453,4.82,0.04,0.69
8404,12307,Team_1,546,436,11.6,0.11,0.87
8404,12372,Team_2,627,418,4.82,0.04,0.26
8404,12273,Team_1,337,455,8.88,0.08,2.75
8405,11993,Team_1,504,526,6.81,0.06,21.13
8405,12098,Umpire,880,298,7.77,0.07,20.13
8405,12161,Team_2,742,606,10.99,0.1,18.37
8405,12205,Team_1,671,551,15.23,0.14,12.87
8405,12232,Umpire,578,358,6.46,0.06,5.09
8405,12269,Team_1,427,439,8.88,0.08,5.3
8405,12283,Team_2,728,412,24.09,0.22,9.66
8405,12315,Team_1,1047,326,15.68,0.15,4.61
8405,12308,Team_1,207,441,10.99,0.1,3.88
8405,12314,Team_1,20,496,3.05,0.03,2.38
8405,12264,Team_1,379,482,10.77,0.1,2.44
8405,12327,Team_2,1055,450,21.65,0.2,4.13
8405,12333,Umpire,894,683,6.81,0.06,1.64
8405,12340,Team_2,1054,556,26.21,0.24,3.84
8405,12355,Team_1,600,455,6.09,0.06,0.75
8405,12307,Team_1,539,437,15.23,0.14,1.01
8405,12372,Team_2,626,418,2.15,0.02,0.28
8405,12273,Team_1,333,457,9.64,0.09,2.84
8406,11993,Team_1,500,525,8.88,0.08,21.21
8406,12098,Umpire,874,301,14.45,0.13,20.26
8406,12161,Team_2,738,609,10.77,0.1,18.47
8406,12205,Team_1,663,553,17.77,0.16,13.03
8406,12232,Umpire,574,360,9.64,0.09,5.18
8406,12269,Team_1,423,440,8.88,0.08,5.38
8406,12283,Team_2,718,415,22.49,0.21,9.87
8406,12315,Team_1,1041,326,12.93,0.12,4.73
8406,12308,Team_1,204,443,7.77,0.07,3.95
8406,12314,Team_1,20,498,4.31,0.04,2.42
8406,12264,Team_1,374,486,13.8,0.13,2.57
8406,12327,Team_2,1048,450,15.08,0.14,4.27
8406,12333,Umpire,891,683,6.46,0.06,1.7
8406,12340,Team_2,1040,557,30.24,0.28,4.12
8406,12355,Team_1,599,456,3.05,0.03,0.78
8406,12307,Team_1,532,437,15.08,0.14,1.15
8406,12372,Team_2,626,418,0.0,0.0,0.28
8406,12273,Team_1,330,457,6.46,0.06,2.9
8407,11993,Team_1,496,527,9.64,0.09,21.3
8407,12098,Umpire,870,303,9.64,0.09,20.35
8407,12161,Team_2,730,610,17.37,0.16,18.63
8407,12205,Team_1,654,554,19.51,0.18,13.22
8407,12232,Umpire,569,361,10.99,0.1,5.29
8407,12269,Team_1,418,442,11.6,0.11,5.49
8407,12283,Team_2,707,415,23.7,0.22,10.09
8407,12315,Team_1,1035,330,15.54,0.14,4.87
8407,12308,Team_1,200,443,8.62,0.08,4.03
8407,12314,Team_1,16,498,8.62,0.08,2.5
8407,12264,Team_1,370,489,10.77,0.1,2.67
8407,12327,Team_2,1039,453,20.44,0.19,4.46
8407,12333,Umpire,887,684,8.88,0.08,1.78
8407,12340,Team_2,1027,560,28.74,0.27,4.39
8407,12355,Team_1,597,458,6.09,0.06,0.83
8407,12307,Team_1,526,439,13.63,0.13,1.28
8407,12372,Team_2,625,417,3.05,0.03,0.31
8407,12273,Team_1,326,459,9.64,0.09,2.99
8408,11993,Team_1,490,529,13.63,0.13,21.43
8408,12098,Umpire,862,306,18.41,0.17,20.52
8408,12161,Team_2,722,610,17.24,0.16,18.79
8408,12205,Team_1,645,559,22.18,0.21,13.42
8408,12232,Umpire,562,364,16.41,0.15,5.44
8408,12269,Team_1,412,446,15.54,0.14,5.63
8408,12283,Team_2,694,415,28.01,0.26,10.35
8408,12315,Team_1,1027,333,18.41,0.17,5.04
8408,12308,Team_1,195,445,11.6,0.11,4.14
8408,12264,Team_1,363,495,19.86,0.18,2.86
8408,12327,Team_2,1028,456,24.56,0.23,4.69
8408,12333,Umpire,880,684,15.08,0.14,1.92
8408,12340,Team_2,1011,562,34.74,0.32,4.71
8408,12355,Team_1,594,460,7.77,0.07,0.91
8408,12307,Team_1,518,440,17.37,0.16,1.44
8408,12372,Team_2,622,420,9.14,0.08,0.39
8408,12273,Team_1,320,463,15.54,0.14,3.13
8409,11993,Team_1,488,530,4.82,0.04,21.48
8409,12098,Umpire,859,306,6.46,0.06,20.58
8409,12161,Team_2,720,610,4.31,0.04,18.83
8409,12205,Team_1,642,561,7.77,0.07,13.49
8409,12232,Umpire,560,365,4.82,0.04,5.48
8409,12269,Team_1,410,448,6.09,0.06,5.69
8409,12283,Team_2,691,416,6.81,0.06,10.41
8409,12315,Team_1,1024,334,6.81,0.06,5.11
8409,12308,Team_1,193,446,4.82,0.04,4.19
8409,12264,Team_1,360,497,7.77,0.07,2.93
8409,12327,Team_2,1024,457,8.88,0.08,4.77
8409,12333,Umpire,878,684,4.31,0.04,1.96
8409,12340,Team_2,1006,563,10.99,0.1,4.81
8409,12355,Team_1,593,461,3.05,0.03,0.93
8409,12307,Team_1,515,441,6.81,0.06,1.51
8409,12372,Team_2,621,421,3.05,0.03,0.42
8409,12273,Team_1,318,465,6.09,0.06,3.19
8410,11993,Team_1,484,531,8.88,0.08,21.56
8410,12098,Umpire,853,309,14.45,0.13,20.72
8410,12161,Team_2,712,613,18.41,0.17,19.0
8410,12205,Team_1,635,563,15.68,0.15,13.64
8410,12232,Umpire,556,368,10.77,0.1,5.58
8410,12269,Team_1,405,449,10.99,0.1,5.79
8410,12283,Team_2,682,415,19.51,0.18,10.59
8410,12315,Team_1,1017,337,16.41,0.15,5.26
8410,12308,Team_1,189,448,9.64,0.09,4.27
8410,12264,Team_1,355,500,12.56,0.12,3.04
8410,12327,Team_2,1016,459,17.77,0.16,4.94
8410,12333,Umpire,873,685,10.99,0.1,2.06
8410,12340,Team_2,994,565,26.21,0.24,5.05
8410,12355,Team_1,590,464,9.14,0.08,1.02
8410,12307,Team_1,508,443,15.68,0.15,1.65
8410,12372,Team_2,622,426,10.99,0.1,0.52
8410,12273,Team_1,313,469,13.8,0.13,3.32
8411,11993,Team_1,477,529,15.68,0.15,21.7
8411,12098,Umpire,845,313,19.27,0.18,20.9
8411,12161,Team_2,703,615,19.86,0.18,19.18
8411,12205,Team_1,625,565,21.97,0.2,13.84
8411,12232,Umpire,550,371,14.45,0.13,5.72
8411,12269,Team_1,399,451,13.63,0.13,5.91
8411,12283,Team_2,670,414,25.94,0.24,10.83
8411,12315,Team_1,1008,340,20.44,0.19,5.45
8411,12308,Team_1,182,453,18.53,0.17,4.45
8411,12264,Team_1,348,503,16.41,0.15,3.2
8411,12327,Team_2,1005,463,25.22,0.23,5.17
8411,12333,Umpire,869,685,8.62,0.08,2.14
8411,12340,Team_2,981,568,28.74,0.27,5.32
8411,12355,Team_1,585,468,13.8,0.13,1.15
8411,12307,Team_1,500,445,17.77,0.16,1.82
8411,12372,Team_2,622,429,6.46,0.06,0.58
8411,12273,Team_1,307,473,15.54,0.14,3.46
8411,12386,Team_1,605,392,0,0,0
8412,11993,Team_1,471,536,19.86,0.18,21.89
8412,12098,Umpire,839,316,14.45,0.13,21.03
8412,12161,Team_2,694,618,20.44,0.19,19.37
8412,12205,Team_1,615,569,23.2,0.22,14.06
8412,12232,Umpire,543,373,15.68,0.15,5.86
8412,12269,Team_1,392,454,16.41,0.15,6.07
8412,12283,Team_2,660,420,25.13,0.23,11.07
8412,12315,Team_1,1000,344,19.27,0.18,5.63
8412,12308,Team_1,175,456,16.41,0.15,4.6
8412,12264,Team_1,341,505,15.68,0.15,3.34
8412,12327,Team_2,995,467,23.2,0.22,5.39
8412,12333,Umpire,863,686,13.11,0.12,2.26
8412,12340,Team_2,968,572,29.3,0.27,5.59
8412,12355,Team_1,580,471,12.56,0.12,1.26
8412,12307,Team_1,494,448,14.45,0.13,1.95
8412,12372,Team_2,621,435,13.11,0.12,0.7
8412,12273,Team_1,299,477,19.27,0.18,3.64
8412,12386,Team_1,600,396,13.8,0.13,0.13
8413,11993,Team_1,465,540,15.54,0.14,22.03
8413,12098,Umpire,830,321,22.18,0.21,21.24
8413,12161,Team_2,684,620,21.97,0.2,19.58
8413,12205,Team_1,607,573,19.27,0.18,14.24
8413,12232,Umpire,536,375,15.68,0.15,6.01
8413,12269,Team_1,386,457,14.45,0.13,6.2
8413,12283,Team_2,650,418,21.97,0.2,11.27
8413,12315,Team_1,989,347,24.56,0.23,5.86
8413,12308,Team_1,169,458,13.63,0.13,4.73
8413,12264,Team_1,334,507,15.68,0.15,3.49
8413,12327,Team_2,985,471,23.2,0.22,5.6
8413,12333,Umpire,858,686,10.77,0.1,2.36
8413,12340,Team_2,951,575,37.19,0.35,5.94
8413,12355,Team_1,575,473,11.6,0.11,1.37
8413,12307,Team_1,487,449,15.23,0.14,2.09
8413,12372,Team_2,620,437,4.82,0.04,0.75
8413,12273,Team_1,294,480,12.56,0.12,3.76
8413,12386,Team_1,595,399,12.56,0.12,0.24
8414,11993,Team_1,458,542,15.68,0.15,22.18
8414,12098,Umpire,822,322,17.37,0.16,21.4
8414,12161,Team_2,676,621,17.37,0.16,19.74
8414,12205,Team_1,596,575,24.09,0.22,14.46
8414,12232,Umpire,528,377,17.77,0.16,6.17
8414,12269,Team_1,379,460,16.41,0.15,6.35
8414,12283,Team_2,640,412,25.13,0.23,11.51
8414,12315,Team_1,978,350,24.56,0.23,6.08
8414,12308,Team_1,162,461,16.41,0.15,4.88
8414,12264,Team_1,326,508,17.37,0.16,3.65
8414,12327,Team_2,972,475,29.3,0.27,5.87
8414,12333,Umpire,850,685,17.37,0.16,2.53
8414,12340,Team_2,933,578,39.32,0.36,6.3
8414,12355,Team_1,570,474,10.99,0.1,1.47
8414,12307,Team_1,479,450,17.37,0.16,2.25
8414,12372,Team_2,617,438,6.81,0.06,0.81
8414,12273,Team_1,287,483,16.41,0.15,3.91
8414,12386,Team_1,589,402,14.45,0.13,0.38
8415,11993,Team_1,455,542,6.46,0.06,22.24
8415,12098,Umpire,819,323,6.81,0.06,21.46
8415,12161,Team_2,673,621,6.46,0.06,19.8
8415,12205,Team_1,592,576,8.88,0.08,14.54
8415,12232,Umpire,525,377,6.46,0.06,6.23
8415,12269,Team_1,376,461,6.81,0.06,6.42
8415,12283,Team_2,636,410,9.64,0.09,11.59
8415,12315,Team_1,974,351,8.88,0.08,6.17
8415,12308,Team_1,160,463,6.09,0.06,4.93
8415,12264,Team_1,323,508,6.46,0.06,3.71
8415,12327,Team_2,968,476,8.88,0.08,5.96
8415,12333,Umpire,847,685,6.46,0.06,2.59
8415,12340,Team_2,927,579,13.11,0.12,6.42
8415,12355,Team_1,568,475,4.82,0.04,1.52
8415,12307,Team_1,476,450,6.46,0.06,2.31
8415,12372,Team_2,616,437,3.05,0.03,0.84
8415,12273,Team_1,285,484,4.82,0.04,3.95
8415,12386,Team_1,587,403,4.82,0.04,0.42
8416,11993,Team_1,450,546,13.8,0.13,22.37
8416,12098,Umpire,812,325,15.68,0.15,21.61
8416,12161,Team_2,666,624,16.41,0.15,19.95
8416,12205,Team_1,584,578,17.77,0.16,14.71
8416,12232,Umpire,519,381,15.54,0.14,6.38
8416,12269,Team_1,370,463,13.63,0.13,6.54
8416,12315,Team_1,968,352,13.11,0.12,6.29
8416,12308,Team_1,155,466,12.56,0.12,5.05
8416,12264,Team_1,317,512,15.54,0.14,3.85
8416,12327,Team_2,961,479,16.41,0.15,6.11
8416,12333,Umpire,843,686,8.88,0.08,2.67
8416,12340,Team_2,914,580,28.09,0.26,6.68
8416,12355,Team_1,564,476,8.88,0.08,1.6
8416,12307,Team_1,469,451,15.23,0.14,2.45
8416,12273,Team_1,279,485,13.11,0.12,4.08
8416,12386,Team_1,583,406,10.77,0.1,0.52
8417,11993,Team_1,443,549,16.41,0.15,22.52
8417,12098,Umpire,805,326,15.23,0.14,21.75
8417,12161,Team_2,659,623,15.23,0.14,20.09
8417,12205,Team_1,577,584,19.86,0.18,14.89
8417,12232,Umpire,512,384,16.41,0.15,6.53
8417,12269,Team_1,362,465,17.77,0.16,6.71
8417,12315,Team_1,958,353,21.65,0.2,6.49
8417,12308,Team_1,149,468,13.63,0.13,5.18
8417,12264,Team_1,309,515,18.41,0.17,4.02
8417,12327,Team_2,951,481,21.97,0.2,6.31
8417,12333,Umpire,835,685,17.37,0.16,2.83
8417,12340,Team_2,898,582,34.74,0.32,7.01
8417,12355,Team_1,558,479,14.45,0.13,1.73
8417,12307,Team_1,461,452,17.37,0.16,2.62
8417,12273,Team_1,273,486,13.11,0.12,4.2
8417,12386,Team_1,575,410,19.27,0.18,0.7
8418,11993,Team_1,435,549,17.24,0.16,22.68
8418,12098,Umpire,795,329,22.49,0.21,21.96
8418,12161,Team_2,648,623,23.7,0.22,20.31
8418,12205,Team_1,565,588,27.25,0.25,15.15
8418,12232,Umpire,503,388,21.22,0.2,6.73
8418,12269,Team_1,354,467,17.77,0.16,6.87
8418,12315,Team_1,947,356,24.56,0.23,6.72
8418,12308,Team_1,142,469,15.23,0.14,5.32
8418,12264,Team_1,300,519,21.22,0.2,4.22
8418,12327,Team_2,939,483,26.21,0.24,6.56
8418,12333,Umpire,828,686,15.23,0.14,2.97
8418,12340,Team_2,881,585,37.19,0.35,7.35
8418,12355,Team_1,551,480,15.23,0.14,1.88
8418,12307,Team_1,453,453,17.37,0.16,2.78
8418,12273,Team_1,267,488,13.63,0.13,4.32
8418,12386,Team_1,567,409,17.37,0.16,0.86
8419,11993,Team_1,425,549,21.54,0.2,22.88
8419,12098,Umpire,784,331,24.09,0.22,22.18
8419,12161,Team_2,636,623,25.85,0.24,20.55
8419,12205,Team_1,553,591,26.65,0.25,15.39
8419,12232,Umpire,493,390,21.97,0.2,6.93
8419,12269,Team_1,344,471,23.2,0.22,7.09
8419,12315,Team_1,934,361,30.01,0.28,7.0
8419,12308,Team_1,133,473,21.22,0.2,5.52
8419,12264,Team_1,289,523,25.22,0.23,4.46
8419,12327,Team_2,928,486,24.56,0.23,6.78
8419,12333,Umpire,816,685,25.94,0.24,3.21
8419,12340,Team_2,863,588,39.32,0.36,7.72
8419,12355,Team_1,544,483,16.41,0.15,2.03
8419,12307,Team_1,443,457,23.2,0.22,2.99
8419,12273,Team_1,258,488,19.39,0.18,4.5
8419,12386,Team_1,555,415,28.91,0.27,1.13
8419,12324,Umpire,588,427,22.9,0.21,0.86
8419,12372,Team_2,610,441,15.54,0.14,0.98
8420,11993,Team_1,421,550,8.88,0.08,22.96
8420,12098,Umpire,780,331,8.62,0.08,22.26
8420,12161,Team_2,632,624,8.88,0.08,20.63
8420,12205,Team_1,550,592,6.81,0.06,15.46
8420,12232,Umpire,489,391,8.88,0.08,7.01
8420,12269,Team_1,341,473,7.77,0.07,7.16
8420,12315,Team_1,929,362,10.99,0.1,7.1
8420,12308,Team_1,131,475,6.09,0.06,5.57
8420,12264,Team_1,285,525,9.64,0.09,4.55
8420,12327,Team_2,923,488,11.6,0.11,6.89
8420,12333,Umpire,811,685,10.77,0.1,3.31
8420,12340,Team_2,857,589,13.11,0.12,7.84
8420,12355,Team_1,541,484,6.81,0.06,2.09
8420,12307,Team_1,439,459,9.64,0.09,3.08
8420,12273,Team_1,255,487,6.81,0.06,4.57
8420,12386,Team_1,551,417,9.64,0.09,1.22
8420,12324,Umpire,588,427,0.0,0.0,0.86
8420,12372,Team_2,609,441,2.15,0.02,1.0
8421,11993,Team_1,412,552,19.86,0.18,23.14
8421,12098,Umpire,771,335,21.22,0.2,22.46
8421,12161,Team_2,623,627,20.44,0.19,20.82
8421,12205,Team_1,540,595,22.49,0.21,15.67
8421,12232,Umpire,479,392,21.65,0.2,7.21
8421,12269,Team_1,331,475,21.97,0.2,7.36
8421,12315,Team_1,919,364,21.97,0.2,7.3
8421,12308,Team_1,121,478,22.49,0.21,5.78
8421,12264,Team_1,275,528,22.49,0.21,4.75
8421,12327,Team_2,914,490,19.86,0.18,7.08
8421,12333,Umpire,803,685,17.24,0.16,3.47
8421,12340,Team_2,840,590,36.69,0.34,8.18
8421,12355,Team_1,533,486,17.77,0.16,2.26
8421,12307,Team_1,431,459,17.24,0.16,3.24
8421,12273,Team_1,244,493,27.0,0.25,4.82
8421,12386,Team_1,541,416,21.65,0.2,1.42
8421,12372,Team_2,609,442,2.15,0.02,1.02
8421,12283,Team_2,578,428,0,0,11.59
8422,11993,Team_1,399,555,28.74,0.27,23.41
8422,12098,Umpire,757,338,30.85,0.29,22.74
8422,12161,Team_2,610,629,28.34,0.26,21.09
8422,12205,Team_1,526,597,30.47,0.28,15.95
8422,12232,Umpire,465,395,30.85,0.29,7.5
8422,12269,Team_1,317,478,30.85,0.29,7.65
8422,12315,Team_1,904,367,32.96,0.31,7.61
8422,12308,Team_1,108,480,28.34,0.26,6.04
8422,12264,Team_1,262,532,29.3,0.27,5.03
8422,12327,Team_2,903,493,24.56,0.23,7.3
8422,12333,Umpire,793,685,21.54,0.2,3.67
8422,12340,Team_2,820,590,0,0,8.18
8422,12355,Team_1,521,489,26.65,0.25,2.5
8422,12307,Team_1,419,466,29.93,0.28,3.52
8422,12273,Team_1,231,493,28.01,0.26,5.08
8422,12386,Team_1,527,418,30.47,0.28,1.71
8422,12372,Team_2,602,445,16.41,0.15,1.17
8422,12283,Team_2,565,432,29.3,0.27,11.87
8423,12098,Umpire,741,340,34.74,0.32,23.07
8423,12161,Team_2,594,631,34.74,0.32,21.41
8423,12205,Team_1,509,600,37.19,0.35,16.29
8423,12269,Team_1,300,479,36.69,0.34,7.99
8423,12315,Team_1,887,368,36.69,0.34,7.95
8423,12308,Team_1,94,484,31.37,0.29,6.34
8423,12264,Team_1,246,535,35.07,0.33,5.35
8423,12327,Team_2,888,494,32.39,0.3,7.6
8423,12340,Team_2,797,592,0,0,8.18
8423,12355,Team_1,506,491,32.6,0.3,2.81
8423,12307,Team_1,405,468,30.47,0.28,3.8
8423,12273,Team_1,215,496,35.07,0.33,5.4
8423,12386,Team_1,511,421,35.07,0.33,2.03
8423,12283,Team_2,548,433,36.69,0.34,12.21
8424,12098,Umpire,720,342,0,0,23.07
8424,12161,Team_2,575,633,0,0,21.41
8424,12205,Team_1,488,602,0,0,16.29
8424,12269,Team_1,280,483,0,0,7.99
8424,12315,Team_1,869,370,39.02,0.36,8.31
8424,12327,Team_2,870,495,38.84,0.36,7.97
8424,12340,Team_2,771,595,0,0,8.18
8424,12355,Team_1,489,492,36.69,0.34,3.15
8424,12307,Team_1,388,471,37.19,0.35,4.15
8424,12283,Team_2,531,433,36.63,0.34,12.55
8425,12098,Umpire,713,342,15.08,0.14,23.21
8425,12161,Team_2,568,633,15.08,0.14,21.55
8425,12205,Team_1,480,603,17.37,0.16,16.45
8425,12269,Team_1,273,484,15.23,0.14,8.13
8425,12315,Team_1,862,371,15.23,0.14,8.45
8425,12327,Team_2,864,495,12.93,0.12,8.09
8425,12340,Team_2,762,596,19.51,0.18,8.36
8425,12355,Team_1,482,492,15.08,0.14,3.29
8425,12307,Team_1,382,472,13.11,0.12,4.27
8425,12283,Team_2,525,432,13.11,0.12,12.67
8425,12405,Team_1,355,560,0,0,0
8425,12308,Team_1,72,488,0,0,6.34
8425,12264,Team_1,221,538,0,0,5.35
8425,12273,Team_1,193,500,0,0,5.4
8425,12386,Team_1,487,422,0,0,2.03
8426,12098,Umpire,696,341,36.69,0.34,23.55
8426,12161,Team_2,553,632,32.39,0.3,21.85
8426,12205,Team_1,464,604,34.54,0.32,16.78
8426,12269,Team_1,256,483,36.69,0.34,8.47
8426,12315,Team_1,844,371,38.78,0.36,8.81
8426,12327,Team_2,848,496,34.54,0.32,8.41
8426,12340,Team_2,740,597,0,0,8.36
8426,12355,Team_1,468,492,30.16,0.28,3.57
8426,12307,Team_1,367,470,32.6,0.3,4.57
8426,12283,Team_2,509,429,35.07,0.33,12.99
8426,12405,Team_1,338,566,38.84,0.36,0.36
8426,12273,Team_1,191,527,0,0,5.4
8426,12386,Team_1,469,419,39.32,0.36,2.4
8427,12098,Umpire,675,342,0,0,23.55
8427,12161,Team_2,535,631,38.84,0.36,22.21
8427,12205,Team_1,444,606,0,0,16.78
8427,12269,Team_1,234,484,0,0,8.47
8427,12315,Team_1,823,371,0,0,8.81
8427,12327,Team_2,828,497,0,0,8.41
8427,12340,Team_2,712,600,0,0,8.36
8427,12355,Team_1,450,494,39.02,0.36,3.93
8427,12307,Team_1,348,469,0,0,4.57
8427,12283,Team_2,491,428,38.84,0.36,13.35
8427,12405,Team_1,318,566,0,0,0.36
8427,12273,Team_1,175,538,0,0,5.4
8427,12232,Umpire,439,419,0,0,7.5
8428,12098,Umpire,653,342,0,0,23.55
8428,12161,Team_2,517,630,38.84,0.36,22.57
8428,12205,Team_1,423,607,0,0,16.78
8428,12269,Team_1,211,485,0,0,8.47
8428,12315,Team_1,803,372,0,0,8.81
8428,12327,Team_2,809,499,0,0,8.41
8428,12340,Team_2,686,602,0,0,8.36
8428,12355,Team_1,431,495,0,0,3.93
8428,12307,Team_1,330,466,39.32,0.36,4.94
8428,12283,Team_2,472,428,0,0,13.35
8428,12405,Team_1,295,567,0,0,0.36
8428,12273,Team_1,154,543,0,0,5.4
8429,12098,Umpire,632,342,0,0,23.55
8429,12161,Team_2,498,632,0,0,22.57
8429,12205,Team_1,402,607,0,0,16.78
8429,12269,Team_1,188,485,0,0,8.47
8429,12315,Team_1,783,372,0,0,8.81
8429,12327,Team_2,790,503,0,0,8.41
8429,12340,Team_2,661,604,0,0,8.36
8429,12355,Team_1,412,497,0,0,3.93
8429,12307,Team_1,312,464,39.02,0.36,5.3
8429,12283,Team_2,456,427,34.54,0.32,13.68
8429,12405,Team_1,275,570,0,0,0.36
8429,12339,Team_1,328,399,0,0,0.56
8430,12098,Umpire,624,341,17.37,0.16,23.71
8430,12161,Team_2,491,632,15.08,0.14,22.71
8430,12205,Team_1,395,607,15.08,0.14,16.92
8430,12269,Team_1,180,485,17.24,0.16,8.63
8430,12315,Team_1,775,373,17.37,0.16,8.97
8430,12327,Team_2,784,504,13.11,0.12,8.53
8430,12340,Team_2,653,605,17.37,0.16,8.52
8430,12355,Team_1,405,497,15.08,0.14,4.07
8430,12307,Team_1,306,464,12.93,0.12,5.42
8430,12283,Team_2,450,426,13.11,0.12,13.8
8430,12405,Team_1,268,572,15.68,0.15,0.51
8430,12429,Team_1,1134,429,0,0,0
8430,12434,Team_2,515,437,0,0,0
8430,12339,Team_1,327,398,3.05,0.03,0.59
8430,12273,Team_1,128,546,0,0,5.4
8431,12098,Umpire,612,342,25.94,0.24,23.95
8431,12161,Team_2,480,634,24.09,0.22,22.93
8431,12205,Team_1,384,610,24.56,0.23,17.14
8431,12269,Team_1,166,487,30.47,0.28,8.92
8431,12315,Team_1,764,374,23.8,0.22,9.19
8431,12327,Team_2,774,506,21.97,0.2,8.73
8431,12340,Team_2,641,607,26.21,0.24,8.77
8431,12355,Team_1,393,498,25.94,0.24,4.31
8431,12307,Team_1,296,468,23.2,0.22,5.63
8431,12283,Team_2,437,429,28.74,0.27,14.06
8431,12405,Team_1,258,573,21.65,0.2,0.71
8431,12429,Team_1,1123,428,23.8,0.22,0.22
8431,12434,Team_2,508,439,15.68,0.15,0.15
8431,12273,Team_1,111,547,36.69,0.34,5.74
8432,12098,Umpire,596,345,35.07,0.33,24.28
8432,12161,Team_2,469,637,24.56,0.23,23.16
8432,12205,Team_1,371,614,29.3,0.27,17.42
8432,12269,Team_1,150,487,34.47,0.32,9.24
8432,12315,Team_1,752,378,27.25,0.25,9.45
8432,12327,Team_2,761,508,28.34,0.26,8.99
8432,12340,Team_2,626,610,32.96,0.31,9.07
8432,12355,Team_1,382,501,24.56,0.23,4.54
8432,12307,Team_1,284,472,27.25,0.25,5.89
8432,12283,Team_2,426,431,24.09,0.22,14.29
8432,12405,Team_1,247,565,29.3,0.27,0.98
8432,12429,Team_1,1110,425,28.74,0.27,0.49
